title,year,genre,duration
Colpi di luce,1985,Action,86
Commando,1985,Action,90
Posizioni compromettenti,1985,Comedy,99
Crystal Heart - Voglia d'amore,1986,Drama,103
La corte de Faraón,1985,Comedy,98
Criminally Insane 2,1987,Horror,70
Dr. Creator - Specialista in miracoli,1985,Comedy,107
Creature - Il mistero della prima luna,1985,Horror,97
Crime Wave,1985,Adventure,80
I due criminali più pazzi del mondo,1985,Comedy,83
Crossover Dreams,1985,Comedy,86
D.A.R.Y.L.,1985,Family,99
Da gung wong dai,1985,Comedy,98
La spada dei Kamui,1985,Animation,132
Damul,1985,Drama,106
Ballando con uno sconosciuto,1985,Biography,96
Il corridore,1984,Drama,94
Il giorno degli zombi,1985,Horror,96
Si yan zai,1985,Drama,89
Neuro Killers,1984,Horror,82
Il giustiziere della notte 3,1985,Action,92
Dossier confidenziale,1985,Thriller,96
Deilig er fjorden,1985,Comedy,102
Dèmoni,1985,Horror,88
Cuori nel deserto,1985,Drama,91
Desiderando Giulia,1986,Drama,104
Cercasi Susan disperatamente,1985,Comedy,104
Asilo di polizia,1986,Comedy,92
The Devastator,1986,Action,79
I discepoli della 36a camera,1985,Action,90
Il dottore e i diavoli,1985,Crime,93
Prigione modello,1985,Comedy,81
Don't Mess with My Sister!,1985,Action,94
Non aprite prima di Natale!,1984,Horror,86
Donna Herlinda e suo figlio,1985,Comedy,90
De dream,1985,Drama,96
Dreamchild,1985,Biography,94
Dressage: La dolce punizione,1986,Comedy,98
Drôle de samedi,1985,Comedy,80
Le due vite di Mattia Pascal,1985,Comedy,125
Il demone delle galassie infernali,1984,Fantasy,73
Dust,1985,Drama,88
Amore e morte,1985,Drama,90
Détective,1985,Comedy,95
Sarà perché ti amo?,1985,Comedy,96
Egészséges erotika,1986,Comedy,94
Die Einsteiger,1985,Comedy,100
Eleni,1985,Drama,114
Elle a passé tant d'heures sous les sunlights...,1985,Drama,130
Az elvarázsolt dollár,1986,Comedy,90
Elvis Gratton: Le king des kings,1985,Comedy,89
La foresta di smeraldo,1985,Action,114
Endgame - Bronx lotta finale,1983,Action,98
Il mio nemico,1985,Action,108
Escalier C,1985,Comedy,102
Fuga dal Bronx,1983,Action,89
Esperando la carroza,1985,Comedy,94
Evils of the Night,1985,Horror,84
Explorers,1985,Adventure,109
Extramuros,1985,Drama,118
FX - Effetto mortale,1986,Action,109
Fair Game,1986,Action,86
Falfúró,1986,Comedy,98
Falsk som vatten,1985,Drama,102
Dance - Voglia di successo,1985,Drama,110
Femmine in fuga,1984,Action,102
Festa di laurea,1985,Comedy,94
La febbre del gioco,1985,Drama,96
L'amore e il sangue,1985,Adventure,126
Flesh and Bullets,1985,Crime,84
Fletch - Un colpo da prima pagina,1985,Comedy,98
Follia d'amore,1985,Drama,106
Forbidden,1984,Drama,114
Der Formel Eins Film,1985,Comedy,97
Fotografando Patrizia,1984,Drama,91
Scemo di guerra,1985,Comedy,108
Dal college con furore,1985,Comedy,94
Die Frau und der Fremde,1985,Drama,98
Venerdì 13: il terrore continua,1985,Horror,92
Ammazzavampiri,1985,Fantasy,106
La gang degli svitati,1985,Action,96
Future-Kill,1985,Adventure,89
Geraftaar,1985,Action,167
Get Out of My Room,1985,Comedy,53
Ghoulies,1984,Comedy,81
Ghulami,1985,Action,199
The Gig,1985,Drama,92
Ginga-tetsudô no yoru,1985,Animation,113
Voglia di ballare,1985,Comedy,90
Glissando,1982,Comedy,165
Goodbye New York,1985,Comedy,90
I Goonies,1985,Adventure,114
Heavenly Pursuits,1986,Comedy,92
Toccato!,1985,Action,101
Gritta von Rattenzuhausbeiuns,1985,Comedy,83
Gros dégueulasse,1986,Comedy,88
Grunt! The Wrestling Movie,1985,Comedy,90
Gui xin niang,1987,Horror,88
Gymkata,1985,Action,90
Hanna D. - La ragazza del Vondel Park,1984,Drama,84
Hard Rock Zombies,1985,Comedy,98
Harem,1985,Drama,113
Hoh bit yau ngo?,1985,Drama,91
Catholic Boys,1985,Comedy,104
Passaggio per il paradiso,1985,Comedy,90
Hell Squad,1986,Action,87
La gabbia infernale,1985,Action,90
Heng cai san qian wan,1987,Adventure,93
Le avventure dell'incredibile Ercole,1985,Adventure,88
Here Come the Littles,1985,Animation,72
Le colline hanno gli occhi II,1984,Horror,86
Himatsuri,1985,Drama,126
La storia ufficiale,1985,Drama,112
Hobgoblins - La stirpe da estirpare,1988,Comedy,88
Il ritorno delle aquile,1985,Action,112
Hold-Up,1985,Comedy,114
L'homme aux yeux d'argent,1985,Crime,97
Jian dong xiao xiong,1985,Action,95
La hora bruja,1985,Drama,105
A Hora da Estrela,1985,Drama,96
Horror House on Highway Five,1985,Horror,87
Tropicana Cabana Hotel,1985,Comedy,86
Hot Moves,1984,Comedy,85
Vacanze calde,1985,Comedy,93
Hot Target,1985,Crime,93
Howling II - L'ululato,1985,Horror,91
Hurlevent,1985,Drama,130
Hustruer - ti år etter,1985,Comedy,88
I na kamnyakh rastut derevya,1985,Adventure,146
De ijssalon,1985,Drama,92
Idaya Kovil,1985,Drama,160
Igor and the Lunatics,1985,Horror,82
Im Himmel ist die Hölle los,1984,Comedy,82
Inferno in diretta,1985,Adventure,90
La signora in bianco,1985,Comedy,109
Tutto in una notte,1985,Action,115
Invasion U.S.A.,1985,Action,107
Istanbul,1985,Thriller,90
Doppio taglio,1985,Drama,108
Jagode u grlu,1985,Drama,84
Jako jed,1986,Comedy,76
James Joyce's Women,1985,Drama,88
Lily in Love,1984,Comedy,90
Je vous salue Marie,1985,Drama,72
Il gioiello del Nilo,1985,Action,106
Mr. Vampire,1985,Action,96
Police Story,1985,Action,100
Joan Lui - Ma un giorno nel paese arrivo io di lunedì,1985,Comedy,163
Joey una storia meravigliosa,1985,Action,98
Joshilaay,1989,Action,107
Joshua Then and Now,1985,Comedy,119
Il viaggio di Natty Gann,1985,Adventure,101
Junior,1985,Comedy,87
Un ragazzo come gli altri,1985,Comedy,100
Kai xin gui: Fang shu jia,1985,Comedy,100
Key Exchange,1985,Comedy,97
Khamosh,1986,Mystery,101
Killing Cars,1986,Action,104
Allan Quatermain e le miniere di re Salomone,1985,Action,100
Il bacio della donna ragno,1985,Drama,120
Hei kliffaa hei,1985,Comedy,101
Commando Leopard,1985,Action,103
Den kroniske uskyld,1985,Drama,97
Krush Groove,1985,Comedy,97
Ladyhawke,1985,Adventure,121
L'ultimo drago,1985,Action,109
Latino,1985,Drama,105
Legend,1985,Adventure,94
La leggenda di Billie Jean,1985,Action,96
La leggenda del cavallo bianco,1987,Adventure,89
Una crociera da sballo,1985,Comedy,74
Lettera a Breznev,1985,Comedy,94
Liberté égalité choucroute,1985,Comedy,113
Space Vampires,1985,Action,101
La nave faro,1985,Crime,89
Il sogno della città fantasma,1985,Action,95
Lola,1986,Drama,106
Fuori di testa,1985,Comedy,92
The Lost Empire,1984,Action,83
Rabu hoteru,1985,Drama,88
Lust in the Dust,1984,Comedy,84
Maccheroni,1985,Comedy,105
Mad Max - Oltre la sfera del tuono,1985,Action,107
Mala Noche,1986,Drama,78
The Bikini Shop,1986,Comedy,99
Malibu Express,1985,Comedy,105
Mambrú se fue a la guerra,1986,Drama,99
L'uomo con la scarpa rossa,1985,Comedy,92
La mansión de los muertos vivientes,1982,Horror,97
Mard,1985,Action,177
Le mariage du siècle,1985,Comedy,100
Una donna una storia vera,1985,Biography,112
Masca de argint,1985,Action,119
Dietro la maschera,1985,Biography,120
Mask of Murder,1988,Horror,89
Nudo e selvaggio,1985,Action,88
Masterblaster,1987,Action,94
Un corpo da spiare,1985,Drama,108
Le matou,1985,Drama,141
Maxie,1985,Comedy,98
Maledetta estate,1985,Crime,103
Mysteria replica di un omicidio,1985,Horror,98
La messa è finita,1985,Comedy,94
Mezzo destro mezzo sinistro - 2 calciatori senza pallone,1985,Comedy,104
Miami Supercops (I poliziotti dell'ottava strada),1985,Action,96
Mikan no taikyoku,1982,Drama,123
Miranda,1985,Comedy,96
Mirch Masala,1987,Drama,128
Mischief,1985,Comedy,97
Mishima: Una vita in quattro capitoli,1985,Biography,120
La mia vita a quattro zampe,1985,Drama,101
Sangue misto,1984,Action,98
Mon beau-frère a tué ma soeur,1986,Comedy,95
Lunnaya raduga,1983,Drama,88
Morons from Outer Space,1985,Comedy,90
Dinosauri a colazione,1985,Comedy,80
Scuola guida,1985,Comedy,90
Mr. Wrong,1984,Horror,88
Mr. Love,1985,Comedy,91
Murder Elite,1985,Drama,102
L'amore di Murphy,1985,Comedy,107
Muthal Mariyathai,1985,Drama,163
My American Cousin,1985,Biography,90
My Man Adam,1985,Comedy,83
Ritorno alla quarta dimensione,1985,Action,94
Uomini,1985,Comedy,99
A nagy generáció,1986,Drama,109
Ma guarda un po' 'sti americani,1985,Adventure,95
Nattseilere,1986,Adventure,113
Le neveu de Beethoven,1985,Drama,103
New Delhi Times,1986,Drama,123
Terrore al luna park,1985,Crime,89
Nickel Mountain,1984,Drama,88
Nightmare 2 - La rivincita,1985,Horror,87
Nije lako sa muskarcima,1985,Comedy,91
Il colpo segreto del ninja,1985,Action,94
Tou qing ke,1985,Action,91
The Ninja Wars,1982,Action,100
Shu shi shen chuan,1981,Action,92
Vendetta personale,1986,Action,85
No Surrender,1985,Comedy,100
Noe helt annet,1985,Comedy,75
Novembermond,1985,Drama,108
O-bi O-ba - Koniec cywilizacji,1985,Drama,88
Non giocate con il cactus,1985,Comedy,109
Il colonnello Redl,1985,Biography,144
Och Karol,1985,Comedy,94
Il guerriero venuto dall'est,1986,Action,96
Shocking Love,1985,Crime,105
Quando rido solamente,1987,Comedy,86
Se ti mordo... sei mio,1985,Comedy,94
Un magico Natale,1985,Family,89
Opasno dlya zhizni!,1985,Adventure,93
L'oracolo,1985,Crime,94
Oriana,1985,Drama,88
Orions belte,1985,Action,87
Osôshiki,1984,Comedy,124
Papà... è in viaggio d'affari,1985,Drama,136
Otra vuelta de tuerca,1985,Horror,119
Otto - Der Film,1985,Comedy,85
La mia Africa,1985,Biography,161
Fuori controllo,1985,Action,78
P.R.O.F.S.,1985,Comedy,90
Pacific Inferno,1979,War,89
Pagal Nilavu,1985,Crime,145
Il cavaliere pallido,1985,Drama,115
Parking,1985,Fantasy,95
Ventiduesima vittima... nessun testimone,1985,Action,98
Pas în doi,1985,Drama,110
Il peccato di Lola,1984,Drama,88
Pee-wee's Big Adventure,1985,Adventure,91
Pelle Svanslös i Amerikatt,1985,Animation,78
La película del rey,1986,Comedy,107
Perfect,1985,Drama,115
Perinbaba,1985,Comedy,90
Peter von Scholten,1987,Drama,113
Petrina hronia,1985,Drama,142
Il piacere,1985,Drama,85
Piccoli fuochi,1985,Drama,95
Pizza Connection,1985,Crime,116
Plenty,1985,Drama,121
Pohádka o Malíckovi,1986,Family,80
Police,1985,Crime,113
Scuola di polizia 2: Prima missione,1985,Comedy,87
A Polish Vampire in Burbank,1983,Comedy,80
Porky's III - La rivincita!,1985,Comedy,92
Posle dozhdichka v chetverg,1986,Adventure,78
Una morte di troppo,1985,Crime,110
Pray for Death,1985,Action,92
Pranzo reale,1984,Comedy,92
L'onore dei Prizzi,1985,Comedy,130
Nel mirino della morte,1985,Mystery,97
Protector,1985,Action,91
Pulgasari,1985,Action,95
La rosa purpurea del Cairo,1985,Comedy,82
Pericolo nella dimora,1985,Crime,101
Qi yuan,1986,Action,89
Ching fung dik sau,1985,Action,95
Taipei Story,1985,Drama,119
Ore 20 scandalo in diretta,1985,Drama,100
La terra silenziosa,1985,Drama,91
Iridella e il ladro di stelle,1985,Animation,85
Rambo 2 - La vendetta,1985,Action,96
Ran,1985,Action,162
Rappin',1985,Drama,92
Re-Animator,1985,Comedy,104
Scuola di geni,1985,Comedy,108
Rebel Matt soldato ribelle,1985,Drama,89
Red Heat,1985,Thriller,104
Yado,1985,Action,89
Reel Horror,1985,Horror,84
Il mio nome è Remo Williams,1985,Action,121
Rendez-vous,1985,Drama,82
Restless Natives,1985,Comedy,89
Il ritorno dei morti viventi,1985,Comedy,91
Nel fantastico mondo di Oz,1985,Adventure,113
Return to Waterloo,1984,Musical,60
La maledizione dei rubini scomparsi,1986,Adventure,76
The Revenge of the Teenage Vixens from Outer Space,1985,Comedy,83
Revolution,1985,Adventure,126
Richard Pryor: Live and Smokin',1971,Comedy,48
Robbery Under Arms,1985,Action,141
Rocky IV,1985,Drama,91
Les rois du gag,1985,Comedy,98
Roller Blade,1986,Action,88
Una donna per tutti,1986,Drama,92
Rosso,1985,Drama,76
A 30 secondi dalla fine,1985,Action,111
Lupin III: La leggenda dell'oro di Babilonia,1985,Animation,100
Sabishinbô,1985,Comedy,112
Sac de noeuds,1985,Comedy,90
Saaheb,1985,Drama,150
Samaya obayatelnaya i privlekatelnaya,1985,Comedy,81
Senza tetto né legge,1985,Drama,105
La storia di Babbo Natale,1985,Adventure,107
Alba selvaggia,1985,Drama,102
Savage Island,1985,Action,74
Scandalosa Gilda,1985,Drama,95
Anche i fantasmi lo fanno,1985,Comedy,90
Scout toujours...,1985,Comedy,98
L'ammiratore segreto,1985,Comedy,90
Il segreto della spada,1985,Animation,100
Seitenstechen,1985,Family,88
Follow That Bird,1985,Adventure,88
Sette minuti in Paradiso,1985,Comedy,88
Shadey,1985,Comedy,90
Shaker Run,1985,Action,91
She,1984,Action,106
La signora della notte,1986,Drama,90
Unico indizio la luna piena,1985,Horror,95
Silverado,1985,Action,133
La moglie del campione,1985,Comedy,105
La prima volta,1985,Drama,92
Smugglarkungen,1985,Comedy,107
Sono un fenomeno paranormale,1985,Comedy,112
Sopernitsy,1985,Drama,87
Le soulier de satin,1985,Drama,410
South Bronx Heroes,1985,Action,85
Space Rage,1985,Action,77
Speriamo che sia femmina,1986,Comedy,120
Spie come noi,1985,Adventure,102
Spookies,1986,Comedy,85
Indagine speciale,1985,Crime,88
St. Elmo's Fire,1985,Drama,110
Stand Alone,1985,Action,94
Starchaser: La Leggenda Di Orin,1985,Animation,100
Starship,1984,Sci-Fi,84
Static,1985,Comedy,93
Steaming il bagno turco,1985,Drama,95
Scherzare col fuoco,1985,Action,109
Scuola di medicina,1985,Comedy,89
Stoogemania: i nuovi fratelli Marx,1985,Comedy,83
La guerra di Stryker,1985,Action,84
Stuff - Il gelato che uccide,1985,Comedy,87
Subway,1985,Thriller,104
L'angelo vendicatore,1985,Action,90
Vacanze in Florida,1985,Comedy,87
Super Fantozzi,1986,Comedy,92
The Supergrass,1985,Comedy,107
Sacco a pelo a tre piazze,1985,Comedy,100
Svindlande affärer,1985,Comedy,100
Swathi Muthyam,1986,Drama,160
Sweet Dreams,1985,Biography,115
Sylvester,1985,Drama,104
Szerelem elsö vérig,1986,Comedy,94
Snowroller - Sällskapsresan II,1985,Comedy,91
Sii infedele e non guardare con chi,1985,Comedy,94
Tajvanska kanasta,1985,Comedy,101
Mer mankutyan tangon,1985,Drama,89
Tangos - L'esilio di Gardel,1985,Drama,119
Target - Scuola omicidi,1985,Action,117
Zahn um Zahn,1985,Action,95
Voglia di vincere,1985,Comedy,91
Tenement,1985,Action,94
Terminal Choice,1985,Horror,97
Terror in the Swamp,1985,Horror,87
Tex e il signore degli abissi,1985,Adventure,104
Due vite in una,1985,Crime,102
Il trono di fuoco,1983,Action,89
Thunder Alley,1985,Drama,111
Thunder Run,1986,Action,90
Thunder II,1987,Action,90
Le thé au harem d'Archimède,1985,Drama,110
Tiempo de morir,1985,Drama,98
To Kill a Stranger,1984,Crime,88
Vivere e morire a Los Angeles,1985,Action,116
Toby McTeague,1986,Action,96
La tomba,1986,Horror,84
College in calore,1985,Comedy,91
Tóngnián wangshì,1985,Biography,138
Too Scared to Scream,1984,Crime,100
The Toxic Avenger - Il vendicatore tossico,1984,Action,82
Trancers - Corsa nel tempo,1984,Action,76
Tranches de vie,1985,Comedy,91
Una notte in Transilvania,1985,Comedy,93
Tras el cristal,1986,Drama,110
L'isola del tesoro,1985,Adventure,115
Il tesoro dell'Amazzonia,1985,Action,97
3 Supermen contro il Padrino,1979,Comedy,87
Trikal (Past Present Future),1985,Drama,137
In viaggio verso Bountiful,1985,Drama,108
3 uomini e una culla,1985,Comedy,106
Stati di alterazione progressiva,1985,Comedy,111
Ultima occasione,1985,Action,112
Tuntematon sotilas,1985,Drama,199
Turk 182,1985,Comedy,102
Tartaruga ti amerò,1985,Comedy,97
Tutta colpa del paradiso,1985,Comedy,102
Due volte nella vita,1985,Drama,111
Telephone,1985,Comedy,90
Underworld,1985,Action,103
Une femme en Afrique,1985,Drama,85
Alta bella e pericolosa,1985,Comedy,97
Uphill All the Way,1986,Comedy,86
Uramisten,1984,Drama,93
Lamù - Remember My Love,1985,Animation,93
Uuno Epsanjassa,1985,Comedy,99
Vabank II czyli riposta,1985,Comedy,97
Vacanze in America,1984,Comedy,89
Vampire Hunter D,1985,Animation,80
¡Vampiros en La Habana!,1985,Animation,69
La vaquilla,1985,Comedy,122
Variety,1983,Drama,100
Verführung: Die grausame Frau,1985,Drama,84
Vesnicko má stredisková,1985,Comedy,98
El viaje a ninguna parte,1986,Comedy,134
007 - Bersaglio mobile,1985,Action,131
Ein Virus kennt keine Moral,1986,Comedy,84
Crazy for You,1985,Drama,107
Vlci bouda,1987,Adventure,92
Un ponte di guai,1985,Adventure,107
Voro-Nova,1984,Drama,86
Vyyti zamuzh za kapitana,1986,Comedy,90
Walter og Carlo - op på fars hat,1985,Comedy,86
Un maledetto soldato,1988,Action,85
Allarme rosso,1985,Drama,99
Jaka Sembung,1981,Action,92
Warriors of the Apocalypse,1985,Action,96
Acqua in bocca,1985,Adventure,115
L'astronave di fuoco,1987,Action,90
La donna esplosiva,1985,Comedy,94
Westler,1985,Drama,94
Il mistero di Wetherby,1985,Drama,102
When Nature Calls,1985,Comedy,85
Quando soffia il vento,1986,Animation,84
Il sole a mezzanotte,1985,Drama,136
Wild beasts - Belve feroci,1984,Horror,87
I 4 dell'oca selvaggia II,1985,Adventure,125
Wildschut,1985,Comedy,92
Wills & Burke,1985,Biography,100
Spiritika,1986,Horror,98
Witness - Il testimone,1985,Crime,112
L'anello incantato,1985,Action,72
Il regno dei malvagi stregoni,1989,Action,80
Wohin und zurück - Teil 3: Welcome in Vienna,1986,Drama,127
Gao shan xia de hua huan,1985,Drama,139
Bambole e botte,1985,Action,105
Yasha,1985,Crime,127
L'anno del dragone,1985,Action,134
Yesterday,1985,Comedy,87
Yo 'El Vaquilla',1985,Action,105
Young Lady Chatterley II,1985,Drama,86
Piramide di paura,1985,Adventure,109
Yudh,1985,Action,155
Za srecu je potrebno troje,1985,Drama,100
Lo zoo di Venere,1985,Comedy,115
Zhestokiy romans,1984,Drama,142
Zimniy vecher v Gagrakh,1985,Comedy,88
Zimnyaya vishnya,1985,Comedy,91
E... la vita è bella,1985,Drama,104
The Zoo Gang,1985,Comedy,96
Sugar Baby,1985,Comedy,86
Richy Guitar,1985,Comedy,90
È arrivato mio fratello,1985,Comedy,89
L'estate prossima,1985,Drama,100
'38,1986,Drama,97
Mr. Crocodile Dundee,1986,Action,97
Una finestra nella notte,1986,Drama,96
'Round Midnight - A mezzanotte circa,1986,Drama,133
27 horas,1986,Drama,81
Betty Blue,1986,Drama,120
3:15,1986,Crime,86
Reinette e Mirabelle,1987,Comedy,99
40 mq di Germania,1986,Drama,80
52 gioca o muori,1986,Crime,110
8 milioni di modi per morire,1986,Action,115
84 Charing Cross Road,1987,Biography,100
Aakhree Raasta,1986,Action,164
Assault,1986,Drama,141
Terrore nella foresta,1986,Drama,90
Abel,1986,Comedy,100
Abodh,1984,Drama,132
The Abomination,1986,Horror,100
A proposito della notte scorsa...,1986,Comedy,113
Absolute Beginners,1986,Drama,108
Superfantagenio,1986,Adventure,96
Aliens - Scontro finale,1986,Action,137
Alla vi barn i Bullerbyn,1986,Family,87
Allah-Rakha,1986,Action,160
Amantide - Scirocco,1987,Drama,100
Amazons,1986,Action,76
America,1986,Comedy,83
America 3000,1986,Action,92
Sogno americano,1986,Drama,102
Fievel sbarca in America,1986,Animation,80
Amma Ariyan,1987,Drama,115
L'amore stregone,1986,Music,100
Amorosa,1986,Biography,117
Commando Mengele,1987,Action,92
L'angoscia,1987,Horror,86
Anne Trister,1986,Drama,103
Bianco Apache,1987,Western,100
Pesce d'Aprile,1986,Horror,89
Arion,1986,Animation,118
Risposta armata,1986,Action,86
Pazzi da legare,1986,Action,88
Asfour Stah,1990,Drama,98
Asterix e la pozione magica,1986,Animation,79
A distanza ravvicinata,1986,Crime,111
Una storia dei nostri giorni,1986,Drama,111
Incontri ravvicinati ad Aurora,1986,Comedy,90
Avanti popolo,1986,Drama,84
I cacciatori della notte,1986,Action,104
L'anno delle luci,1986,Comedy,105
Bach et Bottine,1986,Comedy,96
A scuola con papà,1986,Comedy,96
Backlash,1986,Crime,89
Bad Guys,1986,Comedy,86
Balada da Praia dos Cães,1987,Crime,100
I 5 della squadra d'assalto,1986,Action,109
Barndommens gade,1986,Drama,90
Belizaire the Cajun,1986,Drama,103
Tempi migliori,1986,Comedy,104
Al-Bidaya,1986,Comedy,123
Il grande imbroglio,1986,Comedy,93
Grosso guaio a Chinatown,1986,Action,99
Avventura nel tempo,1986,Adventure,108
Black Mic Mac,1986,Comedy,93
Il giorno della luna nera,1986,Action,100
La vedova nera,1987,Crime,102
Bleu comme l'enfer,1986,Crime,103
Vicolo cieco,1987,Thriller,98
Blood Hook,1986,Comedy,92
Blue City,1986,Action,83
Velluto blu,1986,Drama,120
Bolek i Lolek na Dzikim Zachodzie,1988,Animation,95
La bonne,1986,Drama,82
Border Radio,1987,Drama,87
La moglie del capo,1986,Comedy,83
Il ragazzo che sapeva volare,1986,Drama,114
Nato per vincere,1986,Biography,100
I ragazzi della porta accanto,1985,Crime,91
